2AR.000	2	0	0	19491	0	0.035
2ARG015	1	0	0	456	0	0.035
2ARS961	1	17	0	20383	0	0.035
0A..000	2	19	62	11774	0	0.035
0A..000	2	19	63	81127	0	0.035
0A..000	1	19	64	28080	0	0.035
0A..000	2	19	64	37123	0	0.035
0A..000	1	19	65	380103	0	0.035
0A..000	2	19	65	57319	0	0.035
0A..000	2	20	62	133701	0	0.035
0A..000	2	20	63	396736	0	0.035
0A..000	1	20	64	57330	0	0.035
0A..000	2	20	64	180135	0	0.035
0A..000	1	20	65	1329138	0	0.035
0A..000	2	20	65	151975	0	0.035
1G..000	1	20	65	1020	0	0.035
2A..000	2	20	62	12418	2462.9	0.035
2ARS961	2	20	0	20383	0	0.035
0A..000	2	21	62	449565	0	0.035
0A..000	2	21	63	539949	0	0.035
0A..000	1	21	64	122772	0	0.035
0A..000	2	21	64	283773	0	0.035
0A..000	1	21	65	2398322	0	0.035
0A..000	2	21	65	199277	0	0.035
1G..000	1	21	65	57274	686.5	0.035
1G..000	2	21	65	4050	0	0.035
2A..000	2	21	62	10702	2182	0.035
2A..000	1	21	65	12418	1706.2	0.035
0A..000	2	22	62	412232	0	0.035
0A..000	2	22	63	891101	0	0.035
0A..000	1	22	64	120666	0	0.035
0A..000	2	22	64	300589	0	0.035
0A..000	1	22	65	3955680	0	0.035
0A..000	2	22	65	178232	0	0.035
1G..000	2	22	62	11759	0	0.035
1G..000	1	22	65	24068	0	0.035
1G..000	2	22	65	5701	0	0.035
2A..000	1	22	64	18446	2743.9	0.035
2A..000	1	22	65	50018	7185.6	0.035
0A..000	2	23	62	876081	0	0.035
0A..000	2	23	63	1295023	0	0.035
0A..000	1	23	64	251316	0	0.035
0A..000	2	23	64	283874	0	0.035
0A..000	1	23	65	4733157	0	0.035
0A..000	2	23	65	272794	0	0.035
1G..000	2	23	62	39967	0	0.035
1G..000	1	23	65	72706	0	0.035
1G..000	2	23	65	21777	0	0.035
2A..000	2	23	61	19647	4393	0.035
2A..000	2	23	62	51174	11173.6	0.035
2ARS961	1	23	0	447	0	0.035
0A..000	2	24	62	1632485	0	0.035
0A..000	2	24	63	1804506	0	0.035
0A..000	1	24	64	401661	0	0.035
0A..000	2	24	64	338269	0	0.035
0A..000	1	24	65	6162919	0	0.035
0A..000	2	24	65	348528	0	0.035
1G..000	2	24	62	169233	1570.8	0.035
1G..000	1	24	65	316635	3121.3	0.035
1G..000	2	24	65	68954	0	0.035
2A..000	2	24	62	30858	6898.6	0.035
2A..000	1	24	65	12729	1873.9	0.035
0A..000	2	25	62	2049626	0	0.035
0A..000	2	25	63	1942697	0	0.035
0A..000	1	25	64	381654	0	0.035
0A..000	2	25	64	419586	0	0.035
0A..000	1	25	65	7184396	0	0.035
0A..000	2	25	65	410695	0	0.035
1G..000	2	25	62	492864	4959.4	0.035
1G..000	1	25	65	236660	0	0.035
1G..000	2	25	65	70730	0	0.035
2A..000	2	25	62	70492	16481.4	0.035
2A..000	1	25	64	19647	3051.8	0.035
0A..000	2	26	62	2190105	0	0.035
0A..000	2	26	63	2370583	0	0.035
0A..000	1	26	64	320869	0	0.035
0A..000	2	26	64	423002	0	0.035
0A..000	1	26	65	7769886	0	0.035
0A..000	2	26	65	412796	0	0.035
1G..000	2	26	62	154881	0	0.035
1G..000	1	26	65	246692	0	0.035
1G..000	2	26	65	187689	0	0.035
2A..000	1	26	62	40213	7775.1	0.035
2A..000	2	26	62	220255	55389.6	0.035
2A..000	1	26	64	54293	9632.3	0.035
2A..000	1	26	65	476739	81181.6	0.035
0A..000	2	27	62	2673050	0	0.035
0A..000	2	27	63	2482349	0	0.035
0A..000	1	27	64	345042	0	0.035
0A..000	2	27	64	538188	0	0.035
0A..000	1	27	65	8768326	0	0.035
0A..000	2	27	65	555446	0	0.035
1G..000	2	27	62	582473	3139.2	0.035
1G..000	1	27	65	981078	6876.7	0.035
1G..000	2	27	65	327798	0	0.035
2A..000	2	27	62	304821	79124.1	0.035
2A..000	1	27	64	19647	3474.8	0.035
2A..000	1	27	65	530762	91781.8	0.035
0A..000	2	28	62	2994842	0	0.035
0A..000	2	28	63	2612220	0	0.035
0A..000	1	28	64	694395	0	0.035
0A..000	2	28	64	610346	0	0.035
0A..000	1	28	65	9065438	0	0.035
0A..000	2	28	65	691346	0	0.035
1G..000	2	28	62	2045920	24338.7	0.035
1G..000	2	28	63	26017	0	0.035
1G..000	1	28	65	2040831	13370	0.035
1G..000	2	28	65	888644	0	0.035
2A..000	2	28	61	11841	2965.7	0.035
2A..000	2	28	62	346629	94723.4	0.035
2A..000	1	28	65	406658	72448.8	0.035
0A..000	2	29	62	2926423	0	0.035
0A..000	2	29	63	2526672	0	0.035
0A..000	1	29	64	622629	0	0.035
0A..000	2	29	64	746984	0	0.035
0A..000	1	29	65	10219305	0	0.035
0A..000	2	29	65	488446	0	0.035
